"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
"11",595191,"Jerad Eickhoff","69","15.9","0.000","0.000","0.000","0.000","0.000","0.096","0.102","0","7","70.5","-18.5","2195","89.3","89.47","0","11","0","0.2","6.33","101","141","95","145","287","300","269"
"1",605154,"John Brebbia","1","100.0","1.000","0.000","1.000","1.000","0.880","0.887","0.979","1","1","70.5","23.0","2161","89.7","88.84","0","1","0","-0.9","5.84","120","150","110","150","281","309","280"
"10",641778,"Eric Lauer","94","10.6","0.333","0.167","0.333","0.500","0.355","0.488","0.426","2","6","70.2","-0.3","2243","91.8","91.72","0","10","0","-0.1","6.28","103","140","97","145","282","299","265"
"19",622491,"Luis Castillo","102","18.6","0.125","0.000","0.125","0.125","0.110","0.221","0.234","2","16","69.9","3.8","2214","88.9","88.76","0","19","0","-0.1","6.07","95","136","96","139","286","297","264"
"2",518553,"Steve Cishek","8","25.0","0.000","0.000","0.000","0.000","0.000","0.123","0.135","0","2","69.8","9.5","2189","93.2","93.12","0","2","0","-0.1","6.22","102","152","114","151","300","309","278"
"3",624419,"Nick Ciuffo","22","13.6","0.333","0.000","0.333","0.333","0.293","0.324","0.337","1","3","69.5","27.0","2468","86.2","85.95","0","3","0","-0.2","6.23","97","148","95","149","283","329","307"
"8",664192,"Joey Lucchesi","103","7.8","0.167","0.000","0.167","0.167","0.147","0.144","0.175","1","6","69.3","-10.1","2166","92.6","92.38","0","8","0","-0.2","6.17","110","143","99","147","275","301","285"
"9",621107,"Zach Eflin","101","8.9","0.375","0.000","0.375","0.375","0.330","0.344","0.388","3","8","69.3","-12.7","2146","88.6","88.73","0","9","0","0.1","6.25","114","147","104","144","289","302","276"
"1",623364,"Brad Wieck","4","25.0","0.000","0.000","0.000","0.000","0.000","0.056","0.074","0","1","69.2","-35.0","2846","84.6","83.05","0","1","0","-1.5","5.34","118","154","112","150","276","308","297"
"8",592791,"Jameson Taillon","36","22.2","0.400","0.000","0.400","0.400","0.352","0.167","0.157","2","5","68.8","-17.1","2318","87.3","86.12","0","8","0","-1.2","5.66","106","141","98","143","292","298","265"
"7",595881,"Tyler Beede","55","12.7","0.200","0.000","0.200","0.200","0.176","0.241","0.257","1","5","68.6","-12.3","2315","88.4","88.05","0","7","0","-0.4","5.91","100","142","95","143","286","302","269"
"14",641712,"Dakota Hudson","98","14.3","0.100","0.000","0.100","0.100","0.088","0.172","0.180","1","10","68.4","-24.6","2291","89.9","90.08","0","14","0","0.2","6.34","101","135","92","143","290","300","269"
"3",656605,"Mitch Keller","14","21.4","0.000","0.000","0.000","0.000","0.000","0.174","0.193","0","3","68.0","-25.7","2377","91.7","90.32","0","3","0","-1.4","5.47","94","136","98","139","286","297","252"
"14",608379,"Michael Wacha","101","13.9","0.455","0.091","0.455","0.545","0.433","0.223","0.251","5","11","68.0","-4.8","2334","91.0","90.73","0","14","0","-0.3","5.97","107","145","105","146","294","310","275"
"9",615698,"Cal Quantrill","28","32.1","0.000","0.000","0.000","0.000","0.000","0.061","0.067","0","8","67.7","-27.9","2344","88.0","87.35","0","9","0","-0.6","5.94","98","137","95","143","271","305","290"
"23",547943,"Hyun-Jin Ryu","156","14.7","0.214","0.071","0.214","0.286","0.215","0.270","0.248","3","14","67.5","-9.5","2281","85.9","85.40","0","23","0","-0.5","5.82","102","140","100","145","289","306","276"
"2",656725,"Alex McRae","21","9.5","1.000","0.000","1.000","1.000","0.880","0.281","0.290","1","1","67.0","-21.0","2205","94.2","95.45","0","2","0","1.2","6.76","80","129","67","141","296","288","246"
"1",434378,"Justin Verlander","5","20.0","0.000","0.000","0.000","0.000","0.000","0.044","0.040","0","1","67.0","-19.0","2232","94.2","94.98","0","1","0","0.8","6.48","77","124","65","116","284","290","257"
"2",545333,"Trevor Bauer","10","20.0","0.000","0.000","0.000","0.000","0.000","0.065","0.069","0","1","66.8","-26.5","2215","95.9","95.72","0","2","0","-0.2","6.14","95","136","90","143","296","302","266"
"7",476451,"Jeremy Hellickson","57","12.3","0.200","0.000","0.200","0.200","0.176","0.125","0.139","1","5","66.5","-19.7","2313","87.6","87.40","0","7","0","-0.2","5.89","108","142","102","148","293","301","271"
"1",623149,"Paul Sewald","2","50.0","0.000","0.000","0.000","0.000","0.000","0.241","0.260","0","1","66.2","13.0","2239","90.4","90.67","0","1","0","0.3","6.59","113","152","118","153","282","295","254"
"4",457918,"J.A. Happ","7","57.1","0.000","0.000","0.000","0.000","0.000","0.052","0.056","0","3","66.2","-29.8","2240","88.7","87.72","0","4","0","-1.0","5.53","95","133","85","135","278","299","271"
"23",477132,"Clayton Kershaw","113","20.4","0.056","0.000","0.056","0.056","0.049","0.129","0.140","1","18","66.0","-10.6","2294","88.7","88.47","0","23","0","-0.2","6.10","103","143","100","145","274","301","291"
"15",500779,"Jose Quintana","93","16.1","0.091","0.000","0.091","0.091","0.080","0.150","0.186","1","11","65.7","-18.5","2150","89.6","89.37","0","15","0","-0.2","6.04","102","136","93","144","291","302","268"
"2",461829,"Gio Gonzalez","34","5.9","0.000","0.000","0.000","0.000","0.000","0.230","0.224","0","1","65.3","-24.0","1996","91.1","90.75","0","2","0","-0.3","6.06","101","135","101","148","282","310","266"
"2",621261,"Corey Oswalt","9","22.2","null","null","0.000","null","0.000","0.126","null","0","0","65.0","-4.0","2148","91.6","91.22","0","2","0","-0.4","5.93","88","136","92","145","296","324","277"
"20",592351,"Jon Gray","126","15.9","0.133","0.000","0.133","0.133","0.117","0.118","0.135","2","15","64.4","-8.8","2317","89.0","88.66","0","20","0","-0.3","5.90","94","138","93","144","293","305","274"
"18",518876,"Merrill Kelly","118","15.3","0.000","0.000","0.000","0.000","0.000","0.147","0.159","0","14","63.9","-24.6","2261","89.7","89.57","0","18","0","-0.1","6.06","92","136","94","142","289","303","269"
"6",607200,"Erick Fedde","35","17.1","0.000","0.000","0.000","0.000","0.000","0.118","0.115","0","3","63.5","-25.2","2208","91.8","91.16","0","6","0","-0.6","5.95","98","137","86","143","278","292","261"
"2",521655,"Wilmer Font","11","18.2","1.000","0.000","1.000","1.000","0.880","0.342","0.347","1","1","63.4","-18.5","2208","91.8","91.93","0","2","0","0.1","6.37","83","136","90","145","284","297","278"
"1",434538,"Francisco Liriano","15","6.7","1.000","0.000","1.000","1.000","0.880","0.163","0.159","1","1","63.4","-55.0","2062","88.5","87.43","0","1","0","-1.1","5.65","112","148","96","151","275","303","306"
"2",641745,"Brad Keller","12","16.7","0.000","0.000","0.000","0.000","0.000","0.041","0.042","0","1","63.3","-36.0","2180","84.5","83.49","0","2","0","-1.0","5.60","99","136","94","146","271","304","267"
"1",656288,"Griffin Canning","5","20.0","0.000","0.000","0.000","0.000","0.000","0.091","0.090","0","1","62.8","0.0","1928","92.7","93.74","0","1","0","1.0","6.46","87","145","101","151","290","297","258"
"2",657140,"Kyle Wright","15","13.3","0.000","0.000","0.000","0.000","0.000","0.098","0.097","0","2","62.6","-38.5","2282","90.2","88.89","0","2","0","-1.3","5.47","79","136","89","132","290","299","265"
"2",624133,"Ranger Suarez","8","25.0","1.000","0.000","1.000","1.000","0.880","0.205","0.234","1","1","61.0","-23.0","2241","86.0","84.96","0","2","0","-1.0","5.63","100","131","93","145","253","304","267"
"5",657141,"Jordan Yamamoto","27","18.5","0.000","0.000","0.000","0.000","0.000","0.189","0.204","0","3","60.8","-28.6","2212","89.1","88.51","0","5","0","-0.6","5.98","98","128","89","136","278","289","250"
"1",456701,"Homer Bailey","1","100.0","0.000","0.000","0.000","0.000","0.000","0.021","0.049","0","1","60.5","-12.0","2318","84.4","84.70","0","1","0","0.3","6.14","86","148","101","151","289","315","282"
"9",448179,"Rich Hill","63","14.3","0.250","0.000","0.250","0.250","0.220","0.172","0.184","2","8","60.3","-5.3","2226","88.0","88.09","0","9","0","0.1","6.17","93","143","95","147","269","295","295"
"8",607536,"Kyle Freeland","60","13.3","0.200","0.000","0.200","0.200","0.176","0.249","0.273","1","5","59.3","-30.9","2318","86.5","86.08","0","8","0","-0.4","5.90","97","134","80","145","288","314","295"
"6",518452,"Chad Bettis","23","26.1","0.000","0.000","0.000","0.000","0.000","0.026","0.042","0","3","57.9","-35.5","2258","88.4","87.87","0","6","0","-0.5","5.72","100","138","91","144","286","309","274"
"5",502706,"Derek Holland","41","12.2","0.250","0.000","0.250","0.250","0.220","0.068","0.075","1","4","55.4","-6.2","2131","89.9","89.20","0","5","0","-0.7","5.82","96","137","90","143","270","294","280"
"2",605498,"Andrew Suarez","11","18.2","0.000","0.000","0.000","0.000","0.000","0.237","0.273","0","2","55.1","-4.0","2189","89.3","88.97","0","2","0","-0.3","5.79","124","152","121","153","269","289","292"
"2",658648,"Pedro Avila","5","40.0","0.000","0.000","0.000","0.000","0.000","0.185","0.205","0","1","55.1","-48.5","2122","84.3","83.34","0","2","0","-1.0","5.64","94","130","98","143","276","296","271"
"4",542881,"Tyler Anderson","34","11.8","0.333","0.000","0.333","0.333","0.293","0.370","0.414","1","3","54.9","17.0","1978","88.8","89.22","0","4","0","0.4","6.32","93","134","78","143","267","309","284"
"2",457915,"Javy Guerra","2","100.0","0.000","0.000","0.000","0.000","0.000","0.361","0.363","0","1","54.8","-16.0","2189","94.0","93.46","0","2","0","-0.5","5.85","93","136","95","138","279","304","268"
"1",612672,"Wei-Yin Chen","8","12.5","0.000","0.000","0.000","0.000","0.000","0.217","0.242","0","1","52.2","32.0","2074","87.6","88.16","0","1","0","0.6","6.34","116","152","118","150","315","311","283"
"3",519141,"Drew Pomeranz","44","6.8","0.000","0.000","0.000","0.000","0.000","0.281","0.284","0","2","52.0","5.3","2260","91.4","90.96","0","3","0","-0.4","5.98","82","130","86","143","284","298","255"
"10",628711,"Julio Urias","39","25.6","0.400","0.000","0.400","0.400","0.352","0.228","0.246","2","5","51.5","-19.7","2346","89.6","89.72","0","10","0","0.1","6.22","94","137","84","146","275","301","287"
"1",592716,"Adrian Sampson","7","14.3","0.000","0.000","0.000","0.000","0.000","0.145","0.163","0","1","50.4","-72.0","2490","94.3","94.72","0","1","0","0.4","6.38","118","151","122","152","295","303","266"
"7",570632,"Jose Urena","78","9.0","0.000","0.000","0.000","0.000","0.000","0.092","0.120","0","5","44.7","-34.7","2123","89.6","89.07","0","7","0","-0.5","5.90","78","130","81","137","276","294","269"
"4",594965,"Daniel Ponce de Leon","12","33.3","0.000","0.000","0.000","0.000","0.000","0.044","0.049","0","2","42.1","-27.8","2308","83.5","83.14","0","4","0","-0.4","5.97","84","130","81","137","294","306","280"
"1",594835,"Marco Gonzales","9","11.1","null","null","null","null","null","null","null","0","0","41.0","-39.0","2267","88.0","87.11","0","1","0","-0.9","5.77","61","111","70","134","263","296","267"
"1",527048,"Martin Perez","2","50.0","0.000","0.000","0.000","0.000","0.000","0.145","0.147","0","1","41.0","-39.0","2195","87.6","86.78","0","1","0","-0.8","6.14","78","119","56","142","263","292","258"
"1",453281,"Wade LeBlanc","7","14.3","null","null","null","null","null","null","null","0","0","41.0","-39.0","2261","90.0","91.24","0","1","0","1.2","6.74","81","103","53","144","272","299","261"
"1",571539,"Matt Carasiti","3","33.3","0.000","0.000","0.000","0.000","0.000","0.145","0.147","0","1","41.0","-39.0","2125","94.3","94.87","0","1","0","0.6","6.42","57","106","71","131","293","298","249"
"1",608723,"Austin Voth","1","100.0","null","null","null","null","null","null","null","0","0","41.0","-39.0","1974","88.0","86.55","0","1","0","-1.4","5.14","82","114","68","135","307","293","268"
"1",595465,"Dan Winkler","3","33.3","null","null","null","null","null","null","null","0","0","41.0","-39.0","2579","71.2","70.67","0","1","0","-0.5","5.96","77","117","64","138","272","304","253"
"1",607644,"John Means","9","11.1","null","null","null","null","null","null","null","0","0","41.0","-39.0","2384","91.0","91.88","0","1","0","0.9","6.25","67","113","78","137","274","316","299"
"1",523260,"Joe Kelly","12","8.3","null","null","null","null","null","null","null","0","0","41.0","-39.0","2143","91.2","92.41","0","1","0","1.2","6.37","61","114","76","128","294","316","288"
"1",502043,"Kyle Gibson","10","10.0","null","null","null","null","null","null","null","0","0","41.0","-39.0","2661","81.2","81.18","0","1","0","0.0","6.33","58","103","81","129","272","276","259"
"1",572020,"James Paxton","11","9.1","null","null","null","null","null","null","null","0","0","41.0","-39.0","2418","89.5","89.96","0","1","0","0.5","6.47","86","120","76","121","217","264","268"
"1",543606,"Jake Odorizzi","3","33.3","null","null","null","null","null","null","null","0","0","41.0","-39.0","2165","96.6","95.68","0","1","0","-0.9","6.29","85","113","66","133","286","292","260"
"1",657024,"Erik Swanson","8","12.5","0.000","0.000","0.000","0.000","0.000","0.145","0.147","0","1","41.0","-39.0","2101","86.0","85.68","0","1","0","-0.3","6.21","56","122","77","126","244","273","248"
"2",519008,"T.J. McFarland","25","8.0","null","null","null","null","null","null","null","0","0","40.3","-55.5","2447","89.1","88.43","0","2","0","-0.7","5.87","69","123","70","138","271","294","285"
"2",606149,"Giovanny Gallegos","10","20.0","0.000","0.000","0.000","0.000","0.000","0.138","0.153","0","1","35.9","-6.0","2155","88.0","88.62","0","2","0","0.6","6.44","73","120","71","139","287","295","267"
"1",607192,"Tyler Glasnow","7","14.3","0.000","0.000","0.000","0.000","0.000","0.278","0.349","0","1","35.2","-24.0","1911","90.5","91.06","0","1","0","0.6","6.50","119","147","109","147","262","313","292"
